PlanName,fy,ActLiabilities_GASB,InvestmentReturnAssumption_GASB,InvestmentReturn_1yr
"Los Angeles ERS",2013,14881663.000,0.07750,0.14300
"Los Angeles ERS",2014,16248853.000,0.07500,0.18400
"Los Angeles ERS",2015,16909996.000,0.07500,0.02600
"Los Angeles ERS",2016,17424996.000,0.07500,0.00300
"Los Angeles ERS",2017,18458188.000,0.07250,0.13100
"Los Angeles ERS",2018,19944580.000,0.07250,0.09200
"Los Angeles ERS",2019,20793422.000,0.07250,0.06150
"Los Angeles ERS",2020,22527196.000,0.07000,0.01240
"Los Angeles Fire and Police",2001,9954056.000,0.08500,-0.10000
"Los Angeles Fire and Police",2002,10606825.000,0.08500,-0.07970
"Los Angeles Fire and Police",2003,11203558.000,0.08500,0.05470
"Los Angeles Fire and Police",2004,11389981.000,0.08500,0.16920
"Los Angeles Fire and Police",2005,12357524.000,0.08500,0.10070
"Los Angeles Fire and Police",2006,12811384.000,0.08000,0.12480
"Los Angeles Fire and Police",2007,13324089.000,0.08000,0.18500
"Los Angeles Fire and Police",2008,14279116.000,0.08000,-0.04580
"Los Angeles Fire and Police",2009,14817146.000,0.08000,-0.19970
"Los Angeles Fire and Police",2010,15520625.000,0.07750,0.13910
"Los Angeles Fire and Police",2011,16616476.000,0.07750,0.22090
"Los Angeles Fire and Police",2012,17030832.000,0.07750,0.01890
"Los Angeles Fire and Police",2013,17632424.000,0.07750,0.13010
"Los Angeles Fire and Police",2014,18114228.000,0.07500,0.17840
"Los Angeles Fire and Police",2015,18337508.000,0.07500,0.04010
"Los Angeles Fire and Police",2016,18798510.000,0.07500,0.00910
"Los Angeles Fire and Police",2017,20411024.000,0.07500,0.13130
"Los Angeles Fire and Police",2018,21364804.000,0.07500,0.09210
"Los Angeles Fire and Police",2019,22474124.000,0.07250,0.06210
"Los Angeles Fire and Police",2020,23727316.000,0.07000,0.03040
"Los Angeles Water and Power",2001,5306262.500,0.08000,0.08520
"Los Angeles Water and Power",2002,5714524.500,0.08000,-0.04160
"Los Angeles Water and Power",2003,6042087.000,0.08000,0.01930
"Los Angeles Water and Power",2004,6421814.000,0.08000,0.11220
"Los Angeles Water and Power",2005,6763080.000,0.08000,0.07160
"Los Angeles Water and Power",2006,7046571.000,0.08000,0.08450
"Los Angeles Water and Power",2007,7467285.500,0.08000,0.16580
"Los Angeles Water and Power",2008,7619103.000,0.08000,-0.04430
"Los Angeles Water and Power",2009,8057061.000,0.08000,-0.15530
"Los Angeles Water and Power",2010,8893618.000,0.07750,0.11960
"Los Angeles Water and Power",2011,9297204.000,0.07750,0.19180
"Los Angeles Water and Power",2012,9692603.000,0.07750,0.00070
"Los Angeles Water and Power",2013,10094868.000,0.07750,0.12480
"Los Angeles Water and Power",2014,10975551.000,0.07500,0.16930
"Los Angeles Water and Power",2015,11218446.000,0.07500,0.04300
"Los Angeles Water and Power",2016,12289229.000,0.07250,0.00820
"Los Angeles Water and Power",2017,12657101.000,0.07250,0.12730
"Los Angeles Water and Power",2018,13187543.000,0.07250,0.08840
"Los Angeles Water and Power",2019,13811956.000,0.07000,0.06470
"Los Angeles Water and Power",2020,14465350.000,0.07000,0.03550
"Chicago Municipal",2001,6934176.500,0.08000,-0.02300
"Chicago Municipal",2002,7577100.500,0.08000,-0.09300
"Chicago Municipal",2003,7988636.500,0.08000,0.19900
"Chicago Municipal",2004,8808501.000,0.08000,0.10600
"Chicago Municipal",2005,9250212.000,0.08000,0.06900
"Chicago Municipal",2006,9476118.000,0.08000,0.12700
"Chicago Municipal",2007,9968747.000,0.08000,0.07300
"Chicago Municipal",2008,10383158.000,0.08000,-0.28200
"Chicago Municipal",2009,10830119.000,0.08000,0.19400
"Chicago Municipal",2010,11828666.000,0.08000,0.14200
"Chicago Municipal",2011,12292930.000,0.08000,0.00000
"Chicago Municipal",2012,13475377.000,0.08000,0.12900
"Chicago Municipal",2013,13828920.000,0.07500,0.16100
"Chicago Municipal",2014,12307094.000,0.07500,0.05100
"Chicago Municipal",2015,14647115.000,0.07500,0.01800
"Chicago Municipal",2016,15055349.000,0.07500,0.06300
"Chicago Municipal",2017,16282396.000,0.07000,0.15100
"Chicago Municipal",2018,16808614.000,0.07000,-0.05700
"Chicago Municipal",2019,17260356.000,0.07000,0.16600
"Chicago Municipal",2020,17814812.000,0.07000,
"Chicago Police",2001,5932510.500,,
"Chicago Police",2002,6384846.000,,
"Chicago Police",2003,6581433.000,0.08000,0.21000
"Chicago Police",2004,7034271.500,0.08000,0.10800
"Chicago Police",2005,7722737.000,0.08000,0.07300
"Chicago Police",2006,7939561.500,0.08000,0.12100
"Chicago Police",2007,8220352.500,0.08000,0.08800
"Chicago Police",2008,8482574.000,0.08000,-0.27800
"Chicago Police",2009,8736102.000,0.08000,0.21500
"Chicago Police",2010,9210056.000,0.08000,0.12700
"Chicago Police",2011,9522395.000,0.08000,0.00800
"Chicago Police",2012,10051827.000,0.08000,0.12400
"Chicago Police",2013,10282339.000,0.07750,0.14500
"Chicago Police",2014,11334799.000,0.07500,0.06200
"Chicago Police",2015,11288237.000,0.07500,-0.00400
"Chicago Police",2016,12856550.000,0.07250,0.06700
"Chicago Police",2017,13093883.000,0.07250,0.17150
"Chicago Police",2018,13214658.000,0.07250,-0.05240
"Chicago Police",2019,14269770.000,0.06750,0.04500
"Chicago Police",2020,14703119.000,0.06750,0.00810
"New York City Fire",2001,7707300.000,,-0.07403
"New York City Fire",2002,8218500.000,,-0.11225
"New York City Fire",2003,8697900.000,,0.06464
"New York City Fire",2004,9817113.000,,0.16930
"New York City Fire",2005,10236380.000,,0.10880
"New York City Fire",2006,11061482.000,,0.10350
"New York City Fire",2007,11731140.000,0.08000,0.18290
"New York City Fire",2008,12313206.000,0.08000,-0.04549
"New York City Fire",2009,12864974.000,0.08000,-0.18780
"New York City Fire",2010,15349598.000,0.07000,0.14700
"New York City Fire",2011,15808930.000,0.07000,0.23150
"New York City Fire",2012,16280003.000,0.07000,0.01100
"New York City Fire",2013,16839324.000,0.08000,0.11900
"New York City Fire",2014,17700868.000,0.07000,0.17390
"New York City Fire",2015,18688642.000,0.07000,0.03550
"New York City Fire",2016,20125428.000,0.07000,0.01410
"New York City Fire",2017,20942656.000,0.07000,0.12820
"New York City Fire",2018,21787888.000,0.07000,0.09300
"New York City Fire",2019,21787888.000,0.07000,0.07110
"New York City Fire",2020,21787888.000,0.07000,0.04810
"New York City Police",2001,17353900.000,0.08000,-0.08377
"New York City Police",2002,19566300.000,0.08000,-0.07870
"New York City Police",2003,20525100.000,0.08000,0.03000
"New York City Police",2004,23378380.000,0.08000,0.17040
"New York City Police",2005,24852980.000,0.08000,0.10280
"New York City Police",2006,26902144.000,0.08000,0.10650
"New York City Police",2007,28728912.000,0.08000,0.18880
"New York City Police",2008,30226568.000,0.08000,-0.04830
"New York City Police",2009,31822044.000,0.08000,-0.18630
"New York City Police",2010,38134432.000,0.08000,0.13740
"New York City Police",2011,40524580.000,0.07000,0.23260
"New York City Police",2012,42015624.000,0.07000,0.00870
"New York City Police",2013,43529912.000,0.07000,0.12280
"New York City Police",2014,43672552.000,0.07000,0.17740
"New York City Police",2015,45297560.000,0.07000,0.04090
"New York City Police",2016,48059916.000,0.07000,0.01440
"New York City Police",2017,47696248.000,0.07000,0.13420
"New York City Police",2018,48024800.000,0.07000,0.09620
"New York City Police",2019,48024800.000,0.07000,0.07600
"New York City Police",2020,48024800.000,0.07000,0.04890
"Dallas Police and Fire",2001,2554000.000,0.08500,-0.06740
"Dallas Police and Fire",2002,2738000.000,0.08500,-0.11940
"Dallas Police and Fire",2003,2889000.000,0.08500,0.31400
"Dallas Police and Fire",2004,3074000.000,0.08500,0.14770
"Dallas Police and Fire",2005,3282000.000,0.08500,0.10300
"Dallas Police and Fire",2006,3371000.000,0.08500,0.16800
"Dallas Police and Fire",2007,3644000.000,0.08500,0.10300
"Dallas Police and Fire",2008,3878000.000,0.08500,-0.24000
"Dallas Police and Fire",2009,4133000.000,0.08500,0.15700
"Dallas Police and Fire",2010,4316000.000,0.08500,0.11400
"Dallas Police and Fire",2011,4569000.000,0.08500,0.00300
"Dallas Police and Fire",2012,4858000.000,0.08500,0.11400
"Dallas Police and Fire",2013,5129000.000,0.08500,0.04400
"Dallas Police and Fire",2014,5792216.000,0.07250,0.04000
"Dallas Police and Fire",2015,5947174.000,0.07250,-0.12600
"Dallas Police and Fire",2016,4367180.500,0.07250,0.03200
"Dallas Police and Fire",2017,4505437.000,0.07250,0.05100
"Dallas Police and Fire",2018,4494822.500,0.07250,-0.01500
"Dallas Police and Fire",2019,4723972.500,0.07000,0.11600
"Dallas Police and Fire",2020,,0.07000,
"Detroit Police and Fire",2001,3463248.500,0.07800,-0.11359
"Detroit Police and Fire",2002,3523446.800,0.07800,-0.08555
"Detroit Police and Fire",2003,3721593.300,0.07800,0.02715
"Detroit Police and Fire",2004,3857493.300,0.07800,0.14886
"Detroit Police and Fire",2005,3780447.500,0.07800,0.08200
"Detroit Police and Fire",2006,3808952.800,0.07800,0.10100
"Detroit Police and Fire",2007,3896814.300,0.07800,0.17400
"Detroit Police and Fire",2008,4071053.800,0.07500,-0.06300
"Detroit Police and Fire",2009,4221291.000,0.07500,-0.14800
"Detroit Police and Fire",2010,3767364.300,0.08000,0.16900
"Detroit Police and Fire",2011,3808642.500,0.08000,0.13920
"Detroit Police and Fire",2012,3822676.000,0.08000,-0.01470
"Detroit Police and Fire",2013,3890143.300,0.08000,0.09740
"Detroit Police and Fire",2014,4007323.800,0.06750,0.18400
"Detroit Police and Fire",2015,4110980.800,0.06750,0.03400
"Detroit Police and Fire",2016,4073943.300,0.06750,0.02500
"Detroit Police and Fire",2017,4061165.000,0.06750,0.12000
"Detroit Police and Fire",2018,4033386.500,0.06750,0.08200
"Detroit Police and Fire",2019,3999735.800,0.06750,0.05100
"Detroit Police and Fire",2020,3904132.300,0.06750,0.01600
"Baltimore Fire and Police",2001,2096802.500,0.08250,-0.06300
"Baltimore Fire and Police",2002,2173188.500,0.08250,-0.08600
"Baltimore Fire and Police",2003,2286873.000,0.08250,0.00800
"Baltimore Fire and Police",2004,2395522.800,0.08250,0.16200
"Baltimore Fire and Police",2005,2560984.800,0.08250,0.12100
"Baltimore Fire and Police",2006,2709930.000,0.08250,0.12000
"Baltimore Fire and Police",2007,2893890.500,0.08250,0.19800
"Baltimore Fire and Police",2008,2994393.800,0.08250,-0.07000
"Baltimore Fire and Police",2009,2962124.300,0.08250,-0.21900
"Baltimore Fire and Police",2010,3033723.500,0.08000,0.15300
"Baltimore Fire and Police",2011,3104805.300,0.08000,0.25600
"Baltimore Fire and Police",2012,3188662.000,0.07750,0.00800
"Baltimore Fire and Police",2013,3267572.500,0.07750,0.13200
"Baltimore Fire and Police",2014,3360449.000,0.07750,0.16500
"Baltimore Fire and Police",2015,3536781.800,0.07500,0.02300
"Baltimore Fire and Police",2016,3642397.000,0.07500,0.00600
"Baltimore Fire and Police",2017,3720306.800,0.07500,0.12100
"Baltimore Fire and Police",2018,3884617.300,0.07250,0.08500
"Baltimore Fire and Police",2019,3966401.500,0.07250,0.05700
"Baltimore Fire and Police",2020,4069216.800,0.07250,-0.00200
"Seattle ERS",2001,1581400.000,0.08000,-0.06000
"Seattle ERS",2002,1680150.000,0.08000,
"Seattle ERS",2003,1778900.000,0.07750,0.23600
"Seattle ERS",2004,1898200.000,0.07750,0.11500
"Seattle ERS",2005,2017500.000,0.07750,0.08100
"Seattle ERS",2006,2156050.000,0.07750,0.13900
"Seattle ERS",2007,2294600.000,0.07750,0.07300
"Seattle ERS",2008,2474200.000,0.07750,-0.26800
"Seattle ERS",2009,2653800.000,0.07750,0.10800
"Seattle ERS",2010,2709000.000,0.07750,0.13200
"Seattle ERS",2011,2859300.000,0.07750,0.00000
"Seattle ERS",2012,3025300.000,0.07750,0.14000
"Seattle ERS",2013,3260100.000,0.07750,0.15500
"Seattle ERS",2014,3432600.000,0.07500,0.05670
"Seattle ERS",2015,3605100.000,0.07500,0.00260
"Seattle ERS",2016,3766400.000,0.07500,0.08620
"Seattle ERS",2017,3941800.000,0.07500,0.16000
"Seattle ERS",2018,4216700.000,0.07250,-0.03790
"Seattle ERS",2019,4411100.000,0.07250,0.17290
"Seattle ERS",2020,4673100.000,0.07250,0.12530
"Jacksonville ERS",2001,1511829.000,,-0.02832
"Jacksonville ERS",2002,1528742.000,0.08400,-0.04935
"Jacksonville ERS",2003,1611958.000,0.08400,0.16387
"Jacksonville ERS",2004,1810451.000,,0.12422
"Jacksonville ERS",2005,1810148.000,,0.09368
"Jacksonville ERS",2006,1812972.000,,0.08380
"Jacksonville ERS",2007,1904929.000,0.08400,0.14380
"Jacksonville ERS",2008,2004279.000,,-0.15350
"Jacksonville ERS",2009,2065464.000,0.08400,0.00330
"Jacksonville ERS",2010,2163080.000,,0.11540
"Jacksonville ERS",2011,2217381.000,,0.01200
"Jacksonville ERS",2012,2434275.000,,0.18880
"Jacksonville ERS",2013,2512635.500,,0.17630
"Jacksonville ERS",2014,2662187.800,0.07500,0.12060
"Jacksonville ERS",2015,2711408.800,0.07500,-0.01670
"Jacksonville ERS",2016,2897287.300,0.07400,0.09930
"Jacksonville ERS",2017,3033646.300,0.07200,0.15210
"Jacksonville ERS",2018,3196680.500,0.07000,0.07870
"Jacksonville ERS",2019,3286313.500,0.06900,0.01360
"Jacksonville ERS",2020,3389704.000,0.06800,
"Cincinnati ERS",2001,1439180.000,0.08750,-0.04400
"Cincinnati ERS",2002,1473359.000,0.08750,-0.11900
"Cincinnati ERS",2003,1586583.000,0.08750,0.22300
"Cincinnati ERS",2004,1636805.000,0.08750,0.10200
"Cincinnati ERS",2005,1696645.000,0.08750,0.06800
"Cincinnati ERS",2006,1767359.000,0.08750,0.13200
"Cincinnati ERS",2007,1968676.000,0.08000,0.08100
"Cincinnati ERS",2008,2080923.000,0.08000,-0.27900
"Cincinnati ERS",2009,2094762.000,0.08000,0.20500
"Cincinnati ERS",2010,2125738.000,0.08000,0.14100
"Cincinnati ERS",2011,2085987.000,0.08000,0.01100
"Cincinnati ERS",2012,2194505.000,0.07500,0.12200
"Cincinnati ERS",2013,2229818.000,0.07500,0.12500
"Cincinnati ERS",2014,2254121.000,0.07500,0.18500
"Cincinnati ERS",2015,2259822.000,0.07500,0.02900
"Cincinnati ERS",2016,2207484.000,0.07500,-0.00530
"Cincinnati ERS",2017,2252875.000,0.07500,0.12110
"Cincinnati ERS",2018,2346906.000,0.07500,0.07830
"Cincinnati ERS",2019,2417515.000,0.07500,0.04150
"Cincinnati ERS",2020,2466349.000,0.07500,-0.01090
"Atlanta ERS",2001,1059876.000,0.08000,-0.01860
"Atlanta ERS",2002,1085188.500,0.08000,-0.07670
"Atlanta ERS",2003,1110501.000,0.08000,0.15120
"Atlanta ERS",2004,1143675.800,0.08000,0.10240
"Atlanta ERS",2005,1335974.400,0.08000,0.00900
"Atlanta ERS",2006,1386126.100,0.08000,0.00061
"Atlanta ERS",2007,1436278.000,0.08000,0.09060
"Atlanta ERS",2008,1483733.000,0.08000,-0.13980
"Atlanta ERS",2009,1481563.000,0.08000,0.17620
"Atlanta ERS",2010,1614267.000,0.08000,0.14650
"Atlanta ERS",2011,1697083.000,0.08000,0.01020
"Atlanta ERS",2012,1798404.000,0.08000,0.13800
"Atlanta ERS",2013,1863532.000,0.07500,0.16320
"Atlanta ERS",2014,1831581.300,0.07500,0.08360
"Atlanta ERS",2015,1874709.600,0.07500,-0.00260
"Atlanta ERS",2016,1898995.100,0.07500,0.08330
"Atlanta ERS",2017,1809361.500,0.07250,0.13320
"Atlanta ERS",2018,1865937.500,0.07250,0.10270
"Atlanta ERS",2019,1893072.900,0.07250,0.06090
"Atlanta ERS",2020,1893072.900,0.07250,0.03560
"Baton Rouge City Parish RS",2001,902821.250,0.08000,-0.01800
"Baton Rouge City Parish RS",2002,947726.630,0.08000,-0.08100
"Baton Rouge City Parish RS",2003,985671.690,0.08000,0.24000
"Baton Rouge City Parish RS",2004,1057269.600,0.07750,0.11800
"Baton Rouge City Parish RS",2005,1111081.800,0.07750,0.09200
"Baton Rouge City Parish RS",2006,1163175.100,0.07750,0.15200
"Baton Rouge City Parish RS",2007,1206648.300,0.07750,0.04300
"Baton Rouge City Parish RS",2008,1270104.500,0.07750,-0.28500
"Baton Rouge City Parish RS",2009,1350074.100,0.07500,0.25400
"Baton Rouge City Parish RS",2010,1385722.100,0.07500,0.15800
"Baton Rouge City Parish RS",2011,1423218.100,0.07500,-0.01800
"Baton Rouge City Parish RS",2012,1446809.500,0.07500,0.13900
"Baton Rouge City Parish RS",2013,1471977.300,0.07500,0.15700
"Baton Rouge City Parish RS",2014,1559275.100,0.07250,0.05300
"Baton Rouge City Parish RS",2015,1614978.600,0.07250,-0.00500
"Baton Rouge City Parish RS",2016,1674790.900,0.07250,0.08600
"Baton Rouge City Parish RS",2017,1734951.900,0.07250,0.16700
"Baton Rouge City Parish RS",2018,1781193.900,0.07250,-0.05400
"Baton Rouge City Parish RS",2019,1838970.300,0.07000,0.17400
"Baton Rouge City Parish RS",2020,1885380.500,0.07000,0.13300
"Detroit General RS",2001,3179601.300,0.07900,-0.04442
"Detroit General RS",2002,3250515.000,0.07900,-0.05942
"Detroit General RS",2003,3270627.300,0.07900,0.03529
"Detroit General RS",2004,3383926.800,0.07900,0.14930
"Detroit General RS",2005,3347387.800,0.07900,0.08300
"Detroit General RS",2006,3434288.300,0.07900,0.11300
"Detroit General RS",2007,3629217.000,0.07900,0.18900
"Detroit General RS",2008,3609558.800,0.07900,-0.04300
"Detroit General RS",2009,3689065.800,0.07900,-0.18800
"Detroit General RS",2010,3719586.800,0.07900,0.08000
"Detroit General RS",2011,3720167.300,0.07900,0.18700
"Detroit General RS",2012,3705965.500,0.07900,-0.00400
"Detroit General RS",2013,3609073.800,0.07900,0.11700
"Detroit General RS",2014,3222352.000,0.07900,0.14500
"Detroit General RS",2015,3205659.000,0.06750,0.02600
"Detroit General RS",2016,3109773.500,0.06750,0.01400
"Detroit General RS",2017,3096665.800,0.06750,0.14100
"Detroit General RS",2018,3065048.300,0.06750,0.06500
"Detroit General RS",2019,3026853.500,0.06750,0.03400
"Detroit General RS",2020,2904583.000,0.06750,0.00960
"Providence ERS",2001,821363.000,0.08500,
"Providence ERS",2002,867457.000,0.08500,-0.02900
"Providence ERS",2003,899336.000,0.08500,0.01900
"Providence ERS",2004,1025345.000,0.08500,0.23500
"Providence ERS",2005,993029.000,0.08500,0.08300
"Providence ERS",2006,1052805.000,0.08500,0.12000
"Providence ERS",2007,1079017.000,0.08500,0.18900
"Providence ERS",2008,1165183.000,0.08500,-0.10500
"Providence ERS",2009,1209981.000,0.08500,-0.15400
"Providence ERS",2010,1256375.000,0.08500,0.13600
"Providence ERS",2011,1323824.000,0.08250,0.26400
"Providence ERS",2012,1142494.000,0.08250,0.00200
"Providence ERS",2013,1212007.600,0.08250,0.13400
"Providence ERS",2014,1323590.100,0.08250,0.17500
"Providence ERS",2015,1305338.100,0.08000,0.05560
"Providence ERS",2016,1330301.300,0.08000,0.02600
"Providence ERS",2017,1356171.900,0.08000,0.12200
"Providence ERS",2018,1378187.400,0.08000,0.07300
"Providence ERS",2019,1593646.000,0.07000,0.04500
"Providence ERS",2020,1593646.000,0.07000,-0.02000
"Hartford MERF",2001,865570.000,0.08000,-0.02010
"Hartford MERF",2002,880444.000,0.08000,-0.03444
"Hartford MERF",2003,922258.000,0.08000,0.04071
"Hartford MERF",2004,967393.000,0.08000,0.14615
"Hartford MERF",2005,970286.000,0.08000,0.09202
"Hartford MERF",2006,1002848.000,0.08000,0.08668
"Hartford MERF",2007,1090715.000,0.08000,0.15309
"Hartford MERF",2008,1099441.000,0.08000,-0.01435
"Hartford MERF",2009,1126965.000,0.08000,-0.14468
"Hartford MERF",2010,1175040.000,0.08000,0.10789
"Hartford MERF",2011,1218900.000,0.08000,0.17762
"Hartford MERF",2012,1237136.000,0.08000,0.02256
"Hartford MERF",2013,1288960.900,0.07750,0.08300
"Hartford MERF",2014,1325282.000,0.07750,0.13600
"Hartford MERF",2015,1366370.000,0.07750,0.02000
"Hartford MERF",2016,1425378.000,0.07500,0.00860
"Hartford MERF",2017,1441361.000,0.07500,0.10440
"Hartford MERF",2018,1476269.000,0.07375,0.07600
"Hartford MERF",2019,1503520.900,0.07250,0.06490
"Hartford MERF",2020,1593662.000,0.06750,0.07300
"Birmingham RRS",2001,727360.810,,
"Birmingham RRS",2002,758085.250,,
"Birmingham RRS",2003,796083.880,0.07500,
"Birmingham RRS",2004,838485.630,0.07500,0.08630
"Birmingham RRS",2005,875792.060,0.07500,0.11132
"Birmingham RRS",2006,946584.560,0.07500,-0.00366
"Birmingham RRS",2007,992864.440,0.07000,0.09796
"Birmingham RRS",2008,1050785.800,0.07000,-0.03580
"Birmingham RRS",2009,1083256.100,0.07000,-0.11106
"Birmingham RRS",2010,1113441.400,0.07000,0.12111
"Birmingham RRS",2011,1158070.400,0.07000,0.17991
"Birmingham RRS",2012,1181090.300,0.07000,0.03672
"Birmingham RRS",2013,1216684.500,0.07000,0.10926
"Birmingham RRS",2014,1263665.100,0.07000,0.16347
"Birmingham RRS",2015,1319287.500,0.07500,0.04680
"Birmingham RRS",2016,1346038.100,0.07500,0.01380
"Birmingham RRS",2017,1422976.500,0.07500,0.11790
"Birmingham RRS",2018,1470251.100,0.07500,0.08120
"Birmingham RRS",2019,1501381.500,0.07500,0.05121
"Birmingham RRS",2020,1539302.000,0.07500,0.00347
"Atlanta Police",2001,541209.000,0.08000,0.00600
"Atlanta Police",2002,592428.000,0.08000,-0.05500
"Atlanta Police",2003,617501.000,0.08000,0.20900
"Atlanta Police",2004,658861.000,0.08000,0.10800
"Atlanta Police",2005,817255.000,0.07750,0.05900
"Atlanta Police",2006,834070.500,0.07750,0.11400
"Atlanta Police",2007,850886.000,0.07750,0.06670
"Atlanta Police",2008,909410.000,0.07750,-0.20790
"Atlanta Police",2009,986376.000,0.07750,0.16750
"Atlanta Police",2010,990600.060,0.07750,0.14760
"Atlanta Police",2011,1036001.000,0.07750,0.01420
"Atlanta Police",2012,1059362.000,0.07750,0.12640
"Atlanta Police",2013,1170414.000,0.07500,0.22470
"Atlanta Police",2014,1224045.900,0.07500,0.05270
"Atlanta Police",2015,1247458.000,0.07500,-0.01420
"Atlanta Police",2016,1300184.300,0.07500,0.09190
"Atlanta Police",2017,1365388.900,0.07500,0.15480
"Atlanta Police",2018,1297470.500,0.07250,0.10000
"Atlanta Police",2019,1498485.400,0.07250,0.05740
"Atlanta Police",2020,1498485.400,0.07250,0.02470
"Kansas City Missouri ERS",2001,573339.750,0.07750,-0.01759
"Kansas City Missouri ERS",2002,630683.880,0.07750,-0.00600
"Kansas City Missouri ERS",2003,707513.190,0.07750,-0.05200
"Kansas City Missouri ERS",2004,740186.380,0.07750,0.18600
"Kansas City Missouri ERS",2005,781900.000,0.07750,0.09500
"Kansas City Missouri ERS",2006,800839.810,0.07750,0.18200
"Kansas City Missouri ERS",2007,847393.190,0.07750,0.12400
"Kansas City Missouri ERS",2008,934333.880,0.07500,-0.02700
"Kansas City Missouri ERS",2009,966779.310,0.07500,-0.25700
"Kansas City Missouri ERS",2010,994767.690,0.07500,0.27800
"Kansas City Missouri ERS",2011,1010996.100,0.07500,0.14700
"Kansas City Missouri ERS",2012,1070752.500,0.07500,0.00700
"Kansas City Missouri ERS",2013,1115165.100,0.07500,0.12400
"Kansas City Missouri ERS",2014,1149883.800,0.07500,0.11500
"Kansas City Missouri ERS",2015,1185743.600,0.07500,0.08360
"Kansas City Missouri ERS",2016,1268159.300,0.07500,-0.02500
"Kansas City Missouri ERS",2017,1312154.900,0.07500,0.10460
"Kansas City Missouri ERS",2018,1351562.600,0.07500,0.09280
"Kansas City Missouri ERS",2019,1380802.500,0.07500,0.05320
"Kansas City Missouri ERS",2020,1420248.600,0.07500,-0.02160
"Tucson Supplemental RS",2001,495359.000,0.08000,-0.08100
"Tucson Supplemental RS",2002,553947.000,0.08000,-0.08100
"Tucson Supplemental RS",2003,601173.000,0.08000,0.03300
"Tucson Supplemental RS",2004,645351.000,0.07750,0.17800
"Tucson Supplemental RS",2005,693871.000,0.07750,0.09300
"Tucson Supplemental RS",2006,735793.000,0.07750,0.10700
"Tucson Supplemental RS",2007,763539.000,0.07750,0.17190
"Tucson Supplemental RS",2008,822205.000,0.07750,-0.04630
"Tucson Supplemental RS",2009,859485.000,0.07750,-0.20960
"Tucson Supplemental RS",2010,904480.000,0.07750,0.11600
"Tucson Supplemental RS",2011,928609.000,0.07750,0.23190
"Tucson Supplemental RS",2012,940939.000,0.07750,0.02390
"Tucson Supplemental RS",2013,948562.000,0.07750,0.14840
"Tucson Supplemental RS",2014,1012393.000,0.07250,0.19640
"Tucson Supplemental RS",2015,1021378.000,0.07250,0.04600
"Tucson Supplemental RS",2016,1030695.000,0.07250,0.02330
"Tucson Supplemental RS",2017,1036687.000,0.07250,0.14770
"Tucson Supplemental RS",2018,1053987.000,0.07250,0.09900
"Tucson Supplemental RS",2019,1129492.000,0.07000,0.06200
"Tucson Supplemental RS",2020,1148930.000,0.07000,0.04200
"Lexington-Fayette County Police and Fire",2001,379910.000,,
"Lexington-Fayette County Police and Fire",2002,400184.470,,
"Lexington-Fayette County Police and Fire",2003,436508.190,,
"Lexington-Fayette County Police and Fire",2004,467385.560,0.08000,
"Lexington-Fayette County Police and Fire",2005,520683.840,0.08000,0.11101
"Lexington-Fayette County Police and Fire",2006,594804.440,0.08000,0.07238
"Lexington-Fayette County Police and Fire",2007,627939.940,0.08000,0.13104
"Lexington-Fayette County Police and Fire",2008,664935.380,0.08000,-0.00850
"Lexington-Fayette County Police and Fire",2009,699851.130,0.08000,-0.20241
"Lexington-Fayette County Police and Fire",2010,724140.750,0.08000,0.08905
"Lexington-Fayette County Police and Fire",2011,758851.560,0.08000,0.21287
"Lexington-Fayette County Police and Fire",2012,687673.810,0.07500,0.01380
"Lexington-Fayette County Police and Fire",2013,738343.310,0.07500,0.12647
"Lexington-Fayette County Police and Fire",2014,760384.000,0.07500,0.07450
"Lexington-Fayette County Police and Fire",2015,794383.500,0.07500,0.03080
"Lexington-Fayette County Police and Fire",2016,830279.750,0.07500,-0.00230
"Lexington-Fayette County Police and Fire",2017,947659.690,0.07500,0.06200
"Lexington-Fayette County Police and Fire",2018,979834.380,0.07500,0.18370
"Lexington-Fayette County Police and Fire",2019,1018818.800,0.07500,0.11090
"Lexington-Fayette County Police and Fire",2020,1055543.600,0.07500,0.05343
"Oklahoma City ERS",2001,323300.000,,-0.06483
"Oklahoma City ERS",2002,344597.000,0.08000,-0.09100
"Oklahoma City ERS",2003,372560.000,0.08000,0.14700
"Oklahoma City ERS",2004,391023.000,0.08000,0.14361
"Oklahoma City ERS",2005,415164.000,0.08000,0.08600
"Oklahoma City ERS",2006,436904.000,0.08000,0.07900
"Oklahoma City ERS",2007,457547.000,0.08000,0.15400
"Oklahoma City ERS",2008,488827.000,0.08000,-0.04900
"Oklahoma City ERS",2009,519234.000,0.08000,-0.15900
"Oklahoma City ERS",2010,556427.000,0.08000,0.11900
"Oklahoma City ERS",2011,566834.000,0.08000,0.19400
"Oklahoma City ERS",2012,593922.000,0.08000,0.02400
"Oklahoma City ERS",2013,553588.000,0.07500,0.12700
"Oklahoma City ERS",2014,581866.000,0.07500,0.17000
"Oklahoma City ERS",2015,607295.000,0.07500,0.04300
"Oklahoma City ERS",2016,633985.000,0.07400,0.00300
"Oklahoma City ERS",2017,661212.000,0.07400,0.08100
"Oklahoma City ERS",2018,696669.000,0.07100,0.08400
"Oklahoma City ERS",2019,730242.000,0.07100,0.05500
"Oklahoma City ERS",2020,792457.000,0.07000,0.03900
